Прізвище,Ім'я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Охріменко,Дан,Юрійович,male,1964-09-13,Асистент керівника,селище Бар,"вулиця Градоначальницька, буд. 3 кв. 29, Полтава, 49757",+380 84 306-63-29,khoma08@example.org
Лесик,Климент,Костянтинович,male,2008-08-30,Кадровий менеджер,селище Ірміно,"шосе Василя Кандинського, буд. 1, Ковель, 65549",168-78-29,petliuraanzhela@example.net
Ващенко-Захарченко,Амвросій,Леонідович,male,1975-04-12,Менеджер з закупівель,селище Вознесенськ,"площа Академічна, буд. 21, Буськ, 48734",034 051-28-56,tymofiinazarenko@example.org
Іванченко,Оксана,Леонідівна,female,1978-08-21,Фінансовий аналітик,селище Бережани,"парк Москвіна, буд. 097 кв. 449, Ржищів, 99724",029 739-80-10,parmenvernydub@example.net
Малишко,Світлана,Андріївна,female,1954-01-19,Офіс-менеджер,місто Таврійськ,"сквер Шефська, буд. 657 кв. 47, Носівка, 87642",095 203 25 61,jfurs@example.org
Кабалюк,Едуард,Сергійович,male,1947-04-01,Інженер з якості,село Конотоп,"провулок Відважних, буд. 5 кв. 4, Географія Вільнянська, 63150",034 771 79 61,artem37@example.net
Сич,Богданна,Юріївна,female,1943-10-02,Менеджер з продукту,село Молодогвардійськ,"провулок Мінська, буд. 919 кв. 573, Керч, 01592",062 115 62 16,partiushenko@example.org
Деряжний,Аркадій,Олександрович,male,1944-08-27,Програміст,місто Броди,"вулиця Маразліївська, буд. 7 кв. 96, Лиман , 18241",064 871 63 04,qkorpaniuk@example.com
Фастенко,Надія,Юріївна,female,1961-05-05,HR-менеджер,хутір Горохів,"набережна Павла Кравцова, буд. 29, Погребище, 15996",+380 70 298-17-30,babiukherman@example.org
Полтавець,Варвара,Кирилівна,female,1995-05-29,Бухгалтер,хутір Охтирка,"шосе Юннатів, буд. 3 кв. 61, Канів, 28918",003 313 62 41,baranetsokseniia@example.org
Канівець,Василина,Євгенівна,female,1968-10-18,Аналітик даних,селище Буча,"набережна Трамвайний, буд. 68, Сарни, 01608",+380 (51) 434-73-58,iaremchukustym@example.com
Баштан,Марʼяна,Євгенівна,female,1941-11-20,Бухгалтер,хутір Комарно,"парк Педагогічний, буд. 556 кв. 107, Іллінці, 67127",025 317 38 37,tsarenkofeofan@example.net
Вишиваний,Павло,Зеновійович,male,1946-10-13,Офіс-менеджер,селище Носівка,"сквер Новикова, буд. 0 кв. 7, Ржищів, 02615",068 555-72-76,iakiv83@example.org
Демиденко,Єлисей,Зеновійович,male,1963-04-14,Бухгалтер,селище Старий Крим,"проспект Шкіперська, буд. 97 кв. 8, Щолкіне, 43304",+380 67 452 83 55,chaikaboryslav@example.net
Корпанюк,Ярослава,Григоріївна,female,1980-05-12,Менеджер з продажу,село Верхівцеве,"площа Левадна, буд. 253, Благовіщенське, 01670",+380 58 242-39-13,iustymhuz@example.com
Василенко,Василина,Олександрівна,female,1963-04-28,Менеджер з закупівель,хутір Буча,"набережна 13-та Лінія 6-й ст. Люстдорфської дороги, буд. 52 кв. 763, Калинівка , 81248",+380 (98) 486-65-05,olha19@example.com
Атаманчук,Богдан,Петрович,male,1976-01-07,Системний адміністратор,селище Кременець,"сквер Лінія 30-та, буд. 00 кв. 46, Долина , 17809",+380 (10) 728-81-06,iliashko@example.org
Опанасенко,Дан,Іванович,male,1990-04-23,Системний адміністратор,місто Кам'янка (Черкаська область),"площа Балтський 8-й, буд. 71, Біла Церква, 51712",056 368 45 08,ldemianchuk@example.com
Туркало,Віолетта,Іванівна,female,1962-03-25,Менеджер з продажу,місто Горішні Плавні,"парк Псковський, буд. 8, Звенигородка, 64182",052 424 17 01,liliia97@example.net
Вдовенко,Лариса,Остапівна,female,1980-11-18,Бухгалтер,хутір Костянтинівка,"шосе Компасний, буд. 6 кв. 95, Мала Виска, 50587",+380 26 531-22-66,ielysavetamasliak@example.org
Якименко,Софія,Тарасівна,female,1987-12-20,Фінансовий аналітик,селище Світловодськ,"узвіз Ялинкова, буд. 2, Курахове, 30275",+380 07 380-78-08,fsaienko@example.org
Рябець,Станіслав,Михайлович,male,1976-05-01,Менеджер з закупівель,хутір Кадіївка,"сквер Казковий, буд. 1, Географія Вільнянська, 17550",+380 37 702 30 50,olenamykhailiuk@example.net
Масляк,Давид,Петрович,male,1972-04-06,Архітектор,селище Снятин,"вулиця Лінія 55-та, буд. 00, Гірник , 99076",122-86-25,milena04@example.net
Затула,Надія,Сергіївна,female,1941-02-25,HR-менеджер,місто Ровеньки,"провулок Желябова, буд. 665 кв. 187, Дрогобич, 27753",+380 72 811 04 35,ostapdanylenko@example.com
Ґерус,Захар,Давидович,male,1970-03-31,Системний адміністратор,хутір Ржищів,"вулиця Садова 6-та, буд. 5, Олександрія, 70233",+380 58 910-92-60,mariiadrozdenko@example.org
Василенко,Тетяна,Олександрівна,female,2002-08-24,HR-менеджер,село Глухів,"шосе Володі Дубініна, буд. 889, Стебник, 40198",077 063 81 11,sirkotymofii@example.org
Гаврилишин,Варфоломій,Григорійович,male,1993-11-10,Офіс-менеджер,село Балта,"узвіз Пересипський 1-й, буд. 1, Помічна, 41787",+380 92 619 02 03,semen48@example.com
Тимчук,Веніямин,Мар'янович,male,2005-12-20,Копірайтер,селище Новоазовськ,"шосе Толбухіна, буд. 35, Сватове, 24936",500-98-54,demianenkoartem@example.net
Забарний,Мартин,Леонідович,male,1954-02-25,HR-менеджер,хутір Хмельницький,"парк Керченська, буд. 590 кв. 4, Ізмаїл, 26696",+380 10 496 57 92,vdeineka@example.com
Давимука,Аврелій,Назарович,male,1978-07-17,Тестувальник,хутір Новомиргород,"провулок Французький, буд. 4, Перевальськ, 55055",+380 (30) 882-72-97,asaulafrants@example.com
Влох,Артем,Кирилович,male,1959-04-26,PR-менеджер,місто Лебедин,"набережна Складська, буд. 563 кв. 358, Чистякове, 22854",064 053-66-69,ielysavetatovstukha@example.org
Фесенко,Ростислав,Зеновійович,male,1958-04-10,Бухгалтер,місто Луганськ,"узвіз Тракторна, буд. 82, Новогродівка, 94856",+380 68 454 17 61,marynagerega@example.com
Шевченко,Нестор,Вікторович,male,2004-01-12,Бухгалтер,хутір Здолбунів,"сквер Офіцерський 1-й, буд. 79 кв. 720, Світловодськ, 36448",036 456 29 11,konoplenkohlib@example.com
Скопенко,Святослав,Максимович,male,1992-01-12,Менеджер з продажу,селище Вільнянськ,"проспект 3-тя Суворовська, буд. 941 кв. 3, Угнів, 48022",+380 06 474-88-36,babiivladyslav@example.net
Сиротенко,Климент,Зеновійович,male,1986-01-10,Менеджер з маркетингу,село Харків,"проспект Яблочкіної, буд. 99, Городня, 21628",+380 02 323-89-41,dzhunzakhar@example.org
